主編碼,屬性,詞目,音讀,文白屬性,部首
11726,1,操練,tshau1-lian7,0,
11727,1,憑據,pin5-ki3/pin5-ku3,0,
11728,1,擔輸贏,tam1-su1-iann5,0,
11729,1,擋頭,tong3-thau5,0,
11730,1,擔頭,tann3-thau5,0,
11731,1,擁護,iong2-hoo7,0,
11732,1,樹,tshiu7,2,木
11733,1,橋,kio5,2,木
11734,1,橐,lok4,4,木
11735,1,橐,lop4,4,木
11736,1,橛,kueh8,0,木
11737,1,樹子,tshiu7-tsi2,0,
11738,1,曆日,lah8-jit8/lah8-lit8,0,
11739,1,樹木,tshiu7-bak8,0,
11740,1,樹仔,tshiu7-a2,0,
11741,1,橐仔,lok4-a2,0,
11742,1,樹奶,tshiu7-ling1/tshiu7-ni1,0,
11743,1,樹奶糖,tshiu7-ling1-thng5/tshiu7-ni1-thng5,0,
11744,1,樹尾,tshiu7-bue2/tshiu7-be2,0,
11745,1,樹豆,tshiu7-tau7,0,
11746,1,樹身,tshiu7-sin1,0,
11747,1,樹林,tshiu7-na5,0,
11748,1,樹枝,tshiu7-ki1,0,
11749,1,樹根,tshiu7-kin1/tshiu7-kun1,0,
11750,1,樹栽,tshiu7-tsai1,0,
11751,1,機密,ki1-bit8,0,
11752,1,機械,ki1-hai7,0,
11753,1,橐袋仔,lak4-te7-a2,0,
11754,1,橋頂,kio5-ting2,0,
11755,1,機場,ki1-tiunn5,0,
11756,1,樹椏,tshiu7-ue1,0,
11757,1,樹絡,tshiu7-le1,0,
11758,1,機會,ki1-hue7,0,
11759,1,橋跤,kio5-kha1,0,
11760,1,橋墩,kio5-tun1,0,
11761,1,樹蔭,tshiu7-ng2,0,
11762,1,機器,ki1-khi3,0,
11763,1,機器桶,ki1-khi3-thang2,0,
11764,1,樹頭,tshiu7-thau5,0,
11765,1,橋頭,kio5-thau5,0,
11766,1,樹薯,tshiu7-tsi5/tshiu7-tsu5,0,
11767,1,機關,ki1-kuan1,0,
11768,1,機關銃,ki1-kuan1-tshing3,0,
11769,1,橄欖,kan1-na2,0,
11770,1,橫,huainn5/huinn5,2,木
11771,1,歕,pun5,0,欠
11772,1,澹,tam5,4,水
11773,1,激,kik4,0,水
11774,1,濁,lo5,4,水
11775,1,激力,kik4-lat8,0,
11776,1,激五仁,kik4-ngoo2-jin5/kik4-ngoo2-lin5,0,
11777,1,激心,kik4-sim1,0,
11778,1,歕火,pun5-hue2/pun5-he2,0,
11779,1,歷史,lik8-su2,0,
11780,1,激外外,kik4-gua7-gua7,0,
11781,1,橫扴,huainn5-keh8/huinn5-keh8,0,
11782,1,激怐怐,kik4-khoo3-khoo3,0,
11783,1,橫直,huainn5-tit8/huinn5-tit8,0,
11784,1,激空,kik4-khang1,0,
11785,1,激屎,kik4-sai2,0,
11786,1,激派頭,kik4-phai3-thau5,0,
11787,1,歕風,pun5-hong1,0,
11788,1,激面腔,kik4-bin7-tshiunn1,0,
11789,1,激氣,kik4-khi3,0,
11790,1,激氣,kik4-khui3,0,
11791,1,激烈,kik4-liat8,0,
11792,1,橫財,huainn5-tsai5/huinn5-tsai5,0,
11793,1,橫逆,hing5-gik8,0,
11794,1,激酒,kik4-tsiu2,0,
11795,1,激骨,kik4-kut4,0,
11796,1,激腦,kik4-lo2,0,
11797,1,澹漉漉,tam5-lok4-lok4,0,
11798,1,澹糊糊,tam5-koo5-koo5,0,
11799,1,歕觱仔,pun5 pi1-a2,0,
11800,1,歕雞胿,pun5-ke1-kui1/pun5-kue1-kui1,0,
11801,1,歕雞胿仔,pun5 ke1-kui1-a2/pun5 kue1-kui1-a2,0,
11802,1,橫霸霸,huainn5-pa3-pa3/huinn5-pa3-pa3,0,
11803,1,燃,hiann5,2,火
11804,1,燈,ting1,0,火
11805,1,燉,tun7,0,火
11806,1,燒,sio1,0,火
11807,1,燕,inn3,2,火
11808,1,燖,tim7,4,火
11809,1,燙,thng3,0,火
11810,1,燜,bun7,4,火
11811,1,甌,au1,0,瓦
11812,1,甍,bong3,4,瓦
11813,1,燈心,ting1-sim1,0,
11814,1,燒水,sio1-tsui2,0,
11815,1,燃火,hiann5-hue2/hiann5-he2,0,
11816,1,燈火,ting1-hue2/ting1-he2,0,
11817,1,燕仔,inn3-a2,0,
11818,1,甌仔,au1-a2,0,
11819,1,獨立,tok8-lip8,0,
11820,1,燒肉,sio1-bah4,0,
11821,1,獨身,tok8-sin1,0,
11822,1,燒金,sio1-kim1,0,
11823,1,燒香,sio1-hiunn1,0,
11824,1,燈座,ting1-tso7,0,
11825,1,燃柴,hiann5-tsha5,0,
11826,1,燒烙,sio1-lo7,0,
11827,1,燒酒,sio1-tsiu2,0,
11828,1,燒酒螺,sio1-tsiu2-le5,0,
11829,1,燒酒雞,sio1-tsiu2-ke1/sio1-tsiu2-kue1,0,
11830,1,燈猜,ting1-tshai1,0,
11831,1,燒著,sio1-tioh8,0,
11832,1,獨裁,tok8-tshai5,0,
11833,1,燜飯,bun7-png7,0,
11834,1,燈塔,ting1-thah4,0,
11835,1,燒滾滾,sio1-kun2-kun2,0,
11836,1,燕窩,ian3-o1,0,
11837,1,燒熱,sio1-juah8/sio1-luah8,0,
11838,1,獨獨,tok8-tok8,0,
11839,1,燖鍋,tim7-ue1/tim7-e1,0,
11840,1,瘸,khue5/khe5,0,疒
11841,1,瞞,mua5,0,目
11842,1,磚,tsng1,2,石
11843,1,磨,bo7,1,石
11844,1,磨,bua5,2,石
11845,1,積,tsik4,0,禾
11846,1,穎,inn2,4,禾
11847,1,瘸手,khue5-tshiu2/khe5-tshiu2,0,
11848,1,瞞天過海,mua5-thinn1-kue3-hai2/mua5-thinn1-ke3-hai2,0,
11849,1,磚仔,tsng1-a2,0,
11850,1,磨坩,bua5-khann1,0,
11851,1,磟碡,lak8-tak8,0,
11852,1,瘸跤,khue5-kha1/khe5-kha1,0,
11853,1,磨粿,bo7-kue2/bo7-ke2,0,
11854,1,積德,tsik4-tik4,0,
11855,1,瞞騙,mua5-phian3,0,
11856,1,篙,ko1,0,竹
11857,1,篡,tshuan3,0,竹
11858,1,篦,pin3,4,竹
11859,1,篩,thai1,0,竹
11860,1,糕,ko1,0,米
11861,1,糖,thng5,0,米
11862,1,縋,lui7,4,糸
11863,1,縖,ha5,4,糸
11864,1,縛,pak8,0,糸
11865,1,縣,kuan7,0,糸
11866,1,糖丹,thng5-tan1,0,
11867,1,篩斗,thai1-tau2,0,
11868,1,糖水,thng5-tsui2,0,
11869,1,篩仔,thai1-a2,0,
11870,1,糕仔,ko1-a2,0,
11871,1,糕仔餅,ko1-a2-piann2,0,
11872,1,糖仔餅,thng5-a2-piann2,0,
11873,1,糕仔頭,ko1-a2-thau5,0,
11874,1,縣立,kuan7-lip8,0,
11875,1,糖甘蜜甜,thng5-kam1-bit8-tinn1,0,
11876,1,糖含仔,thng5-kam5-a2,0,
11877,1,糖尿病,thng5-jio7-penn7/thng5-lio7-pinn7,0,
11878,1,縣長,kuan7-tiunn2,0,
11879,1,糖粉,thng5-hun2,0,
11880,1,窸倏,si7-sua7,0,
11881,1,窸窣叫,sih8-sut8-kio3,0,
11882,1,縖裙,ha5 kun5,0,
11883,1,縛跤,pak8-kha1,0,
11884,1,縛粽,pak8 tsang3,0,
11885,1,糖膏,thng5-ko1,0,
11886,1,糖廠,thng5-tshiunn2,0,
11887,1,糖蔥,thng5-tshang1,0,
11888,1,窸窸窣窣,si1-si1-sut8-sut8,0,
11889,1,糖霜,thng5-sng1,0,
11890,1,糖廍,thng5-phoo7,0,
11891,1,膨,phong3,4,肉
11892,1,膭,kui7,4,肉
11893,1,興,hing1,0,臼
11894,1,興,hing3,0,臼
11895,1,蕊,lui2,0,艸
11896,1,膭水,kui7-tsui2,0,
11897,1,膨皮,phong3-phue5/phong3-phe5,0,
11898,1,膨床,phong3-tshng5,0,
11899,1,膨肚短命,phong3-too7-te2-mia7,0,
11900,1,興旺,hing1-ong7,0,
11901,1,膨疱,phong3-pha7,0,
11902,1,膨風,phong3-hong1,0,
11903,1,膨風龜,phong3-hong1-ku1,0,
11904,1,膨粉,phong3-hun2,0,
11905,1,膨紗,phong3-se1,0,
11906,1,膨紗衫,phong3-se1-sann1,0,
11907,1,興衰,hing1-sue1,0,
11908,1,興酒,hing3 tsiu2,0,
11909,1,膨椅,phong3-i2,0,
11910,1,膨獅獅,phong3-sai1-sai1,0,
11911,1,膨鼠,phong3-tshi2/phong3-tshu2,0,
11912,1,膨餅,phong3-piann2,0,
11913,1,興趣,hing3-tshu3,0,
11914,1,翱翱輾,ko7-ko7-lian3,0,
11915,1,興頭,hing3-thau5,0,
11916,1,膩瓤,ji7-nng5/li7-nng5,0,
11917,1,蝹,un1,4,虫
11918,1,褪,thng3,0,衣
11919,1,褫,thi2,0,衣
11920,1,褲,khoo3,0,衣
11921,1,褪皮,thng3-phue5/thng3-phe5,0,
11922,1,褪赤跤,thng3-tshiah4-kha1,0,
11923,1,褪衫,thng3-sann1,0,
11924,1,褲帶,khoo3-tua3,0,
11925,1,褲袋仔,khoo3-te7-a2,0,
11926,1,褪殼,thng3-khak4,0,
11927,1,褫開,thi2--khui1,0,
11928,1,褪腹裼,thng3-pak4-theh4,0,
11929,1,褲跤,khoo3-kha1,0,
11930,1,褪齒,thng3-khi2,0,
11931,1,褪褲,thng3-khoo3,0,
11932,1,褪褲𡳞,thng3-khoo3-lan7,0,
11933,1,蕨貓,kueh4-niau1,0,
11934,1,褲頭,khoo3-thau5,0,
11935,1,親,tshin1,1,見
11936,1,諞,pian2,4,言
11937,1,諾,--hioh4,4,言
11938,1,謔,gioh8,0,言
11939,1,貓,niau1,0,豸
11940,1,賰,tshun1,4,貝
11941,1,賴,lua7,2,貝
11942,1,蹁,phin5,0,足
11943,1,蹄,te5/tue5,0,足
11944,1,親人,tshin1-lang5,0,
11945,1,親切,tshin1-tshiat4,0,
11946,1,親友,tshin1-iu2,0,
11947,1,親手,tshin1-tshiu2,0,
11948,1,觱仔,pi1-a2,0,
11949,1,貓仔,niau1-a2,0,
11950,1,諞仙仔,pian2-sian1-a2,0,
11951,1,親生,tshin1-senn1/tshin1-sinn1,0,
11952,1,親目,tshin1-bak8,0,
11953,1,親身,tshin1-sin1,0,
11954,1,親事,tshin1-su7,0,
11955,1,貓兒竹,ba5-ji5-tik4/ba5-li5-tik4,0,
11956,1,親姆,tshenn1-m2/tshinn1-m2,0,
11957,1,親姆婆,tshenn1-m2-po5/tshinn1-m2-po5,0,
11958,1,賰的,tshun1--e5,0,
11959,1,親近,tshin1-kin7/tshin1-kun7,0,
11960,1,貓咪,niau1-bi5,0,
11961,1,貓面,niau1-bin7,0,
11962,1,親家,tshin1-ke1,0,
11963,1,親家公,tshin1-ke1-kong1,0,
11964,1,謀財害命,boo5-tsai5-hai7-bing7,0,
11965,1,親骨肉,tshin1-kut4-jiok8/tshin1-kut4-liok8,0,
11966,1,親堂,tshin1-tong5,0,
11967,1,親密,tshin1-bit8,0,
11968,1,親情,tshin1-tsiann5,0,
11969,1,親戚,tshin1-tshik4,0,
11970,1,親情五十,tshin1-tsiann5-goo7-tsap8,0,
11971,1,親族,tshin1-tsok8,0,
11972,1,親喙,tshin1-tshui3,0,
11973,1,親愛,tshin1-ai3,0,
11974,1,親像,tshin1-tshiunn7,0,
11975,1,貓貓,niau1-niau1,0,
11976,1,賰錢,tshun1-tsinn5,0,
11977,1,貓頭鳥,niau1-thau5-tsiau2,0,
11978,1,貓霧仔光,ba5-bu7-a2-kng1,0,
11979,1,貓霧光,ba5-bu7-kng1,0,
11980,1,躽,nua3,4,身
11981,1,輸,su1,0,車
11982,1,辦,pan7,0,辛
11983,1,選,suan2,0,辵
11984,1,遹,ut8,4,辵
11985,1,遺,i1,4,辵
11986,1,醒,tshenn2/tshinn2,2,酉
11987,1,鋸,ki3/ku3,0,金
11988,1,鋼,kng3,2,金
11989,1,錄,lok8,3,金
11990,1,輸入,su1-jip8/su1-lip8,0,
11991,1,辦公,pan7-kong1,0,
11992,1,扮公伙仔,pan7-kong1-hue2-a2/pan7-kong1-he2-a2,0,
11993,1,選手,suan2-tshiu2,0,
11994,1,鋸仔,ki3-a2/ku3-a2,0,
11995,1,輸出,su1-tshut4,0,
11996,1,遵守,tsun1-siu2,0,
11997,1,輸血,su1-hueh4/su1-huih4,0,
11998,1,遺言,ui5-gian5,0,
11999,1,遵命,tsun1-bing7,0,
12000,1,辦法,pan7-huat4,0,
12001,1,輸面,su1-bin7,0,
12002,1,錄音,lok8-im1,0,
12003,1,錄音機,lok8-im1-ki1,0,
12004,1,醒悟,sing2-ngoo7,0,
12005,1,辦桌,pan7-toh4,0,
12006,1,遺書,ui5-su1,0,
12007,1,辦理,pan7-li2,0,
12008,1,遺產,ui5-san2,0,
12009,1,選票,suan2-phio3,0,
12010,1,辦貨,pan7-hue3/pan7-he3,0,
12011,1,鋼琴,kng3-khim5,0,
12012,1,鋼筆,kng3-pit4,0,
12013,1,鋸齒,ki3-khi2/ku3-khi2,0,
12014,1,選擇,suan2-tik8,0,
12015,1,遺憾,ui5-ham7,0,
12016,1,選舉,suan2-ki2/suan2-ku2,0,
12017,1,輸贏,su1-iann5,0,
12018,1,鋼鐵,kng3-thih4,0,
12019,1,鋸鑢仔,ki3-le7-a2/ku3-lue7-a2,0,
12020,1,遺囑,ui5-tsiok4,0,
12021,1,錚,tshann7,4,金
12022,1,錢,tsinn5,2,金
12023,1,錫,siah4,2,金
12024,1,錶,pio2,0,金
12025,1,閹,iam1,0,門
12026,1,隨,sui5,0,阜
12027,1,險,hiam2,0,阜
12028,1,雕,tiau1,0,隹
12029,1,靜,tsenn7,2,青
12030,1,靜,tsing7,1,青
12031,1,錯手,tsho3-tshiu2,0,
12032,1,錶仔,pio2-a2,0,
12033,1,隨在,sui5-tsai7,0,
12034,1,隨在你,sui5-tsai7--li2,0,
12035,1,閻君,Giam5-kun1,0,
12036,1,靜坐,tsing7-tso7,0,
12037,1,隨身,sui5-sin1,0,
12038,1,雕刻,tiau1-khik4,0,
12039,1,隨便,sui5-pian7,0,
12040,1,隨後,sui5-au7,0,
12041,1,隨時,sui5-si5,0,
12042,1,錢根,tsinn5-kin1/tsinn5-kun1,0,
12043,1,錢桌仔,tsinn5-toh4-a2,0,
12044,1,錢財,tsinn5-tsai5,0,
12045,1,錢鬼,tsinn5-kui2,0,
12046,1,錢莊,tsinn5-tsng1,0,
12047,1,錦蛇,gim2-tsua5,0,
12048,1,錢袋仔,tsinn5-te7-a2,0,
12049,1,錢筒仔,tsinn5-tang5-a2,0,
12050,1,錢項,tsinn5-hang7,0,
12051,1,錯亂,tsho3-luan7,0,
12052,1,隨意,sui5-i3,0,
12053,1,錢鼠,tsinn5-tshi2/tsinn5-tshu2,0,
12054,1,錯誤,tsho3-goo7,0,
12055,1,隨緣,sui5-ian5,0,
12056,1,靜養,tsing7-iong2,0,
12057,1,隨機應變,sui5-ki1-ing3-pian3,0,
12058,1,險險,hiam2-hiam2,0,
12059,1,錢櫃,tsinn5-kui7,0,
12060,1,閹雞,iam1-ke1/iam1-kue1,0,
12061,1,閻羅王,Giam5-lo5-ong5,0,
12062,1,錢關,tsinn5-kuan1,0,
12063,1,錢鰻,tsinn5-mua5,0,
12064,1,鞘,siu3,0,革
12065,1,頭,thau5,2,頁
12066,1,頷,am7,0,頁
12067,1,餡,ann7,0,食
12068,1,館,kuan2,0,食
12069,1,髻,kue3/ke3,0,髟
12070,1,頭七,thau5-tshit4,0,
12071,1,頭人,thau5-lang5,0,
12072,1,頷巾,am7-kin1/am7-kun1,0,
12073,1,頭上仔,thau5-tsiunn7-a2,0,
12074,1,頭手,thau5-tshiu2,0,
12075,1,頭毛,thau5-mng5,0,
12076,1,頭水,thau5-tsui2,0,
12077,1,骿支骨,phiann1-ki1-kut4,0,
12078,1,頭毛菜,thau5-mng5-tshai3,0,
12079,1,頭毛鋏仔,thau5-mng5-giap4-a2,0,
12080,1,頭牙,thau5-ge5,0,
12081,1,頭仔,thau5--a2,0,
12082,1,髻仔鬃,kue3-a2-tsang1/ke3-a2-tsang1,0,
12083,1,頭目,thau5-bak8,0,
12084,1,頭目鳥,thau5-bak8-tsiau2,0,
12085,1,頭先,thau5-sing1,0,
12086,1,頭名,thau5-mia5,0,
12087,1,頭旬,thau5-sun5,0,
12088,1,頭尾,thau5-bue2/thau5-be2,0,
12089,1,頭到,thau5-kau3,0,
12090,1,頭帛,thau5-peh8,0,
12091,1,頭拄仔,thau5-tu2-a2,0,
12092,1,頭前,thau5-tsing5,0,
12093,1,頷垂,am7-se5,0,
12094,1,頭胎,thau5-the1,0,
12095,1,頭面,thau5-bin7,0,
12096,1,頭家,thau5-ke1,0,
12097,1,頭家娘,thau5-ke1-niu5,0,
12098,1,頭疼,thau5-thiann3,0,
12099,1,頭眩目暗,thau5-hin5-bak8-am3,0,
12100,1,頷胿,am7-kui1,0,
12101,1,頭起先,thau5-khi2-sing1,0,
12102,1,頭陣,thau5-tin7,0,
12103,1,骿條骨,phiann1-liau5-kut4,0,
12104,1,頭殼,thau5-khak4,0,
12105,1,頭殼碗,thau5-khak4-uann2,0,
12106,1,頭殼額仔,thau5-khak4-hiah8-a2,0,
12107,1,頭殼髓,thau5-khak4-tshue2/thau5-khak4-tshe2,0,
12108,1,頭腦,thau5-nau2/thau5-noo2,0,
12109,1,頷腮,am7-tshi1,0,
12110,1,頭路,thau5-loo7,0,
12111,1,頷領,am7-nia2,0,
12112,1,餡餅,ann7-piann2,0,
12113,1,駱駝,lok8-to5,0,
12114,1,頭麩,thau5-phoo1,0,
12115,1,骿條,phiann1-liau5,0,
12116,1,頷頸,am7-kun2,0,
12117,1,頭摠,thau5-tsang2,0,
12118,1,頭擺,thau5-pai2,0,
12119,1,頭額,thau5-hiah8,0,
12120,1,頭鬃,thau5-tsang1,0,
12121,1,頭鬃尾,thau5-tsang1-bue2/thau5-tsang1-be2,0,
12122,1,頭鬃箍仔,thau5-tsang1-khoo1-a2,0,
12123,1,鴨,ah4,0,鳥
12124,1,黗,thun5,4,黑
12125,1,龍,ling5,2,龍
12126,1,龍,liong5,1,龍
12127,1,龜,ku1,2,龜
12128,1,龜毛,ku1-moo1,0,
12129,1,鴨仔,ah4-a2,0,
12130,1,鴨仔囝,ah4-a2-kiann2,0,
12131,1,鴨仔癉,ah4-a2-tan1,0,
12132,1,鴨母,ah4-bo2,0,
12133,1,鴨母喙,ah4-bo2-tshui3,0,
12134,1,鴨母蹄,ah4-bo2-te5,0,
12135,1,鴨卵,ah4-nng7,0,
12136,1,鴨咪仔,ah4-bi5-a2,0,
12137,1,龜祟,ku1-sui1,0,
12138,1,龍脈,liong5-meh8,0,
12139,1,龍骨,liong5-kut4,0,
12140,1,龍眼,ling5-ging2,0,
12141,1,龍眼乾,ling5-ging2-kuann1,0,
12142,1,龍船,ling5-tsun5,0,
12143,1,鮑魚,pau1-hi5/pau1-hu5,0,
12144,1,鴨掌,ah4-tsiunn2,0,
12145,1,龜殼,ku1-khak4,0,
12146,1,龜殼花,ku1-khak4-hue1,0,
12147,1,鴨雄仔,ah4-hing5-a2,0,
12148,1,龜跤,ku1-kha1,0,
12149,1,龜精,ku1-tsiann1,0,
12150,1,龍鳳,liong5-hong7,0,
12151,1,龍蝦,ling5-he5,0,
12152,1,鴛鴦,uan1-iunn1,0,
12153,1,鴨鵤,ah4-kak4,0,
12154,1,鴨羶,ah4-hian3,0,
12155,1,龜蠅,ku1-sin5,0,
12156,1,鴨鯗,ah4-siunn2,0,
12157,1,鮕鮘,koo1-tai1,0,
12158,1,嚇,hann2,4,口
12159,1,嚇,heh4,2,口
12160,1,嚓,tshiak8,4,口
12161,1,優先,iu1-sian1,0,
12162,1,優秀,iu1-siu3,0,
12163,1,優待,iu1-thai7,0,
12164,1,優美,iu1-bi2,0,
12165,1,嚓嚓趒,tshiak8-tshiak8-tio5,0,
12166,1,優點,iu1-tiam2,0,
12167,1,嚇驚,heh4-kiann1,0,
12168,1,壓,ah4,2,土
12169,1,嶺,nia2,2,山
12170,1,幫,pang1,0,巾
12171,1,幫,png1,4,巾
12172,1,應,in3,2,心
12173,1,戲,hi3,0,戈
12174,1,戴,ti3,2,戈
12175,1,擘,peh4,0,手
12176,1,擠,tsik4,4,手
12177,1,擢,tioh4,4,手
12178,1,擤,tshing3,4,手
12179,1,擦,tshat4,0,手
12180,1,擠𤶃仔,tsik4 thiau7-a2,0,
12181,1,壓力,ap4-lik8,0,
12183,1,應公仔,ing3-kong1-a2,0,
12184,1,戲文,hi3-bun5,0,
12185,1,嬰仔,enn1-a2/inn1--a2,0,
12186,1,應付,ing3-hu3,0,
12187,1,嬰母仔,inn3-bo2-a2,0,
12188,1,應用,ing3-iong7,0,
12189,1,幫忙,pang1-bang5,0,
12190,1,戲曲,hi3-khik4,0,
12191,1,擢舌根,tioh4-tsih8-kin1/tioh4-tsih8-kun1,0,
12192,1,幫助,pang1-tsoo7,0,
12193,1,戲弄,hi3-lang7,0,
12194,1,懇求,khun2-kiu5,0,
12195,1,壓味,ah4-bi7,0,
12196,1,擘金,peh4-kim1,0,
12197,1,壓迫,ap4-pik4,0,
12198,1,應效,ing3-hau7,0,
12199,1,戲班,hi3-pan1,0,
12200,1,戲院,hi3-inn7,0,
12201,1,應喙,in3-tshui3,0,
12202,1,應喙應舌,in3-tshui3-in3-tsih8,0,
12203,1,戴帽仔,ti3-bo7-a2,0,
12204,1,戲棚,hi3-penn5/hi3-pinn5,0,
12205,1,擘開,peh4-khui1,0,
12206,1,戲園,hi3-hng5,0,
12207,1,彌補,mi2-poo2,0,
12208,1,應話,in3-ue7,0,
12209,1,應該,ing1-kai1,0,
12210,1,應該然,ing1-kai1-jian5/ing1-kai1-lian5,0,
12211,1,應酬,ing3-siu5,0,
12212,1,擤鼻,tshing3-phinn7,0,
12213,1,戲劇,hi3-kiok8,0,
12214,1,懂嚇,tang2-hiannh4,0,
12215,1,應聲,in3-siann1,0,
12216,1,幫贊,pang1-tsan7,0,
12217,1,戲齣,hi3-tshut4,0,
12218,1,壓霸,ah4-pa3,0,
12219,1,應驗,ing3-giam7,0,
12220,1,檀,tuann5,2,木
12221,1,檔,tong2,0,木
12222,1,檠,kiann5,4,木
12223,1,檨,suainn7,4,木
12224,1,檨仔,suainn7-a2,0,
12225,1,檨仔青,suainn7-a2-tshenn1/suainn7-a2-tshinn1,0,
12226,1,檢定,kiam2-ting7,0,
12227,1,檢采,kiam2-tshai2,0,
12228,1,殭屍,khiong1-si1,0,
12229,1,曖昧,ai3-mai7,0,
12230,1,檢查,kiam2-tsa1,0,
12231,1,檔案,tong2-an3,0,
12232,1,檢討,kiam2-tho2,0,
12233,1,檢察官,kiam2-tshat4-kuann1,0,
12234,1,檢舉,kiam2-ki2/kiam2-ku2,0,
12235,1,檢點,kiam2-tiam2,0,
12236,1,檢驗,kiam2-giam7,0,
12237,1,澀,siap4,0,水
12238,1,溼,sip4,0,水
12239,1,濟,tse7/tsue7,4,水
12240,1,濫,lam7,4,水
12241,1,營,iann5,2,火
12242,1,營,ing5,1,火
12243,1,燥,so3,0,火
12244,1,燭,tsik4,2,火
12245,1,燭,tsiok4,1,火
12246,1,牆,tshiunn5,0,爿
12247,1,濟少,tse7-tsio2/tsue7-tsio2,0,
12248,1,燥水,so3-tsui2,0,
12249,1,牆仔,tshiunn5-a2,0,
12250,1,燭台,tsik4-tai5,0,
12251,1,濫使,lam7-su2,0,
12252,1,牆圍,tshiunn5-ui5,0,
12253,1,營業,ing5-giap8,0,
12254,1,濟話,tse7-ue7/tsue7-ue7,0,
12255,1,營養,ing5-iong2,0,
12256,1,澩澩,haunnh8-haunnh8,0,
12257,1,溼溼,sip4-sip4,0,
12258,1,濟濟,tse7-tse7/tsue7-tsue7,0,
12259,1,濫糝,lam7-sam2,0,
12260,1,燦爛,tshan3-lan7,0,
12261,1,環,khuan5,2,玉
12262,1,癀,hong5,4,疒
12263,1,癉,tan1,4,疒
12264,1,癌,gam5,0,疒
12265,1,盪,tng7,2,皿
12266,1,瞪,tenn3/tinn3,0,目
12267,1,瞭,lio2,4,目
12268,1,礁,ta1,2,石
12269,1,禪,sian5,0,示
12270,1,瞪力,tenn3-lat8/tinn3-lat8,0,
12271,1,磺水,hong5-tsui2,0,
12272,1,磺火,hong5-hue2/hong5-he2,0,
12273,1,瞪屎,tenn3-sai2/tinn3-sai2,0,
12274,1,環境,khuan5-king2,0,
12275,1,療養,liau5-iong2,0,
12276,1,穗,sui7,0,禾
12277,1,篷,phang5,2,竹
12278,1,篾,bih8,2,竹
12279,1,糜,mue5/be5,0,米
12280,1,糝,sam2,4,米
12281,1,糞,pun3,2,米
12282,1,糠,khng1,2,米
12283,1,縫,pang5,2,糸
12284,1,縫,phang7,2,糸
12285,1,縮,sok4,2,糸
12286,2,總,tsang2,2,糸
12287,1,總,tsong2,1,糸
12288,1,糠𧉟,khng1-tai5,0,
12289,1,糞口,pun3-khau2,0,
12290,1,糞口蟲,pun3-khau2-thang5,0,
12291,1,篾仔,bih8-a2,0,
12292,1,總共,tsong2-kiong7,0,
12293,1,糙米,tsho3-bi2,0,
12294,1,總是,tsong2--si7,0,
12295,1,縫衫,pang5-sann1,0,
12296,1,總計,tsong2-ke3,0,
12297,1,糝粉,sam2-hun2,0,
12298,1,縮茶心,sok4-te5-sim1,0,
12299,1,總務,tsong2-bu7,0,
12300,1,糞埽,pun3-so3,0,
12301,1,糞堆,pun3-tui1,0,
12302,1,糞埽市場,pun3-so3-tshi7-tiunn5,0,
12303,1,糞埽車,pun3-so3-tshia1,0,
12304,1,糞埽桶,pun3-so3-thang2,0,
12305,1,糞埽籠,pun3-so3-lang2,0,
12306,1,縫紩,pang5-thinn7,0,
12307,1,總統,tsong2-thong2,0,
12308,1,總裁,tsong2-tshai5,0,
12309,1,總貿,tsong2-bau7,0,
12310,1,糜飯,mue5-png7/be5-png7,0,
12311,1,總經理,tsong2-king1-li2,0,
12312,1,總算,tsong2 sng3,0,
12313,1,總管,tsong2-kuan2,0,
12314,1,篾蓆,bih8-tshioh8,0,
12315,1,總數,tsong2-siau3,0,
12316,1,總舖師,tsong2-phoo3-sai1,0,
12317,1,總鋪,tsong2-phoo1,0,
12318,1,糜糜卯卯,mi1-mi1-mauh4-mauh4,0,
12319,1,總講,tsong2 kong2,0,
12320,1,總額,tsong2-giah8,0,
12321,1,繃,penn1/pinn1,0,糸
12322,1,罾,tsan1,4,网
12323,1,翼,sit8,2,羽
12324,1,聯,lian5,0,耳
12325,1,聲,siann1,2,耳
12326,1,聲,sing1,1,耳
12327,1,聳,tshang3,4,耳
12328,1,膽,tam2,1,肉
12329,1,膽,tann2,2,肉
12330,1,膿,lang5,2,肉
12331,1,臆,ioh4,4,肉
12332,1,臊,tsho1,4,肉
12333,1,臨,lim5,0,臣
12334,1,臨,lim2,4,臣
12335,1,薄,poh8,2,艸
12336,1,薅,khau1,0,艸
12337,1,罾仔,tsan1-a2,0,
12338,1,臆出出,ioh4-tshut4-tshut4,0,
12339,1,聯合,lian5-hap8,0,
12340,1,舉行,ki2-hing5/ku2-hing5,0,
12341,1,聰明,tshong1-bing5,0,
12342,1,聲明,sing1-bing5,0,
12343,1,薄板,poh8-pan2,0,
12344,1,薄板仔,poh8-pan2-a2,0,
12345,1,翼股,sit8-koo2,0,
12346,1,臨急,lim5-kip4,0,
12347,1,艱苦,kan1-khoo2,0,
12348,1,艱苦人,kan1-khoo2-lang5,0,
12349,1,艱苦罪過,kan1-khoo2-tse7-kua3,0,
12350,1,聲音,siann1-im1,0,
12351,1,臨時,lim5-si5,0,
12352,1,薅草,khau1 tshau2,0,
12353,1,舉荐,ki2-tsian3/ku2-tsian3,0,
12354,1,舉動,ki2-tong7/ku2-tong7,0,
